date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:43:20	141939/141939	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:13%20GMT	https://tn24h.com/product/large-one-day-dutch-wall-clock/?add-to-cart=273	B:/project/tn24h/tn24h/tn24h.com/product/large-one-day-dutch-wall-clock/indexdb15.html	(from https://tn24h.com/product/large-one-day-dutch-wall-clock/)
21:43:20	142079/142079	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:13%20GMT	https://tn24h.com/product/large-one-day-dutch-wall-clock/?add-to-cart=335	B:/project/tn24h/tn24h/tn24h.com/product/large-one-day-dutch-wall-clock/indexfefc.html	(from https://tn24h.com/product/large-one-day-dutch-wall-clock/)
21:43:20	142020/142020	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:13%20GMT	https://tn24h.com/product/large-one-day-dutch-wall-clock/?add-to-cart=263	B:/project/tn24h/tn24h/tn24h.com/product/large-one-day-dutch-wall-clock/index3b65.html	(from https://tn24h.com/product/large-one-day-dutch-wall-clock/)
21:43:21	141766/141766	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:14%20GMT	https://tn24h.com/product/large-one-day-dutch-wall-clock/?add-to-cart=243	B:/project/tn24h/tn24h/tn24h.com/product/large-one-day-dutch-wall-clock/index2b08.html	(from https://tn24h.com/product/large-one-day-dutch-wall-clock/)
21:43:21	2502/2502	---M--	200	added ('OK')	application/json	date:Tue,%2004%20May%202021%2014:43:14%20GMT	https://tn24h.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftn24h.com%2Fproduct%2Fvintage-kaiser-universe-anniversary-clock%2F	B:/project/tn24h/tn24h/tn24h.com/wp-json/oembed/1.0/embed1cd5.json	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:21	141068/141068	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:14%20GMT	https://tn24h.com/product/rare-thirty-day-lunar-anniversary-vosseler-clock/	B:/project/tn24h/tn24h/tn24h.com/product/rare-thirty-day-lunar-anniversary-vosseler-clock/index.html	(from https://tn24h.com/product-category/all-clocks/)
21:43:22	147557/147557	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:15%20GMT	https://tn24h.com/product/vintage-elgin-575-15j-pocket-watch/	B:/project/tn24h/tn24h/tn24h.com/product/vintage-elgin-575-15j-pocket-watch/index.html	(from https://tn24h.com/product-category/all-clocks/)
21:43:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2004%20May%202021%2014:43:15%20GMT	https://tn24h.com/?p=215	B:/project/tn24h/tn24h/tn24h.com/indexd7c9.html	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:22	834/834	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a8589856bda13abfe59b4705fae40151%22	https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/feed/	B:/project/tn24h/tn24h/tn24h.com/product/vintage-kaiser-universe-anniversary-clock/feed/index.html	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:22	2615/2615	---M-Z	200	added ('OK')	text/xml	date:Tue,%2004%20May%202021%2014:43:15%20GMT	https://tn24h.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftn24h.com%2Fproduct%2Fvintage-kaiser-universe-anniversary-clock%2F&format=xml	B:/project/tn24h/tn24h/tn24h.com/wp-json/oembed/1.0/embeda19f	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:22	3223/3223	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Apr%202021%2023:03:27%20GMT	https://tn24h.com/wp-content/uploads/2021/04/2-3-100x100.jpg	B:/project/tn24h/tn24h/tn24h.com/wp-content/uploads/2021/04/2-3-100x100.jpg	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:23	478451/478451	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Apr%202021%2023:03:26%20GMT	https://tn24h.com/wp-content/uploads/2021/04/2-3.jpg	B:/project/tn24h/tn24h/tn24h.com/wp-content/uploads/2021/04/2-3.jpg	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:23	2913/2913	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Apr%202021%2023:03:28%20GMT	https://tn24h.com/wp-content/uploads/2021/04/3-3-100x100.jpg	B:/project/tn24h/tn24h/tn24h.com/wp-content/uploads/2021/04/3-3-100x100.jpg	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:23	420042/420042	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Apr%202021%2023:03:28%20GMT	https://tn24h.com/wp-content/uploads/2021/04/3-3.jpg	B:/project/tn24h/tn24h/tn24h.com/wp-content/uploads/2021/04/3-3.jpg	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:23	317830/317830	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Apr%202021%2023:03:24%20GMT	https://tn24h.com/wp-content/uploads/2021/04/1-4.jpg	B:/project/tn24h/tn24h/tn24h.com/wp-content/uploads/2021/04/1-4.jpg	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:23	39998/39998	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Apr%202021%2023:03:25%20GMT	https://tn24h.com/wp-content/uploads/2021/04/1-4-600x600.jpg	B:/project/tn24h/tn24h/tn24h.com/wp-content/uploads/2021/04/1-4-600x600.jpg	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:24	11256/11256	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Sep%202020%2015:53:06%20GMT	https://tn24h.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.16	B:/project/tn24h/tn24h/tn24h.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min08e1.css	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:24	4186/4186	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jun%202019%2020:45:02%20GMT	https://tn24h.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=5.7.1	B:/project/tn24h/tn24h/tn24h.com/wp-includes/js/mediaelement/wp-mediaelement.mina78f.css	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:25	157610/157610	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Sep%202020%2015:53:06%20GMT	https://tn24h.com/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.16	B:/project/tn24h/tn24h/tn24h.com/wp-includes/js/mediaelement/mediaelement-and-player.min08e1.js	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:25	1193/1193	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2006%20Jan%202021%2015:29:24%20GMT	https://tn24h.com/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=5.7.1	B:/project/tn24h/tn24h/tn24h.com/wp-includes/js/mediaelement/mediaelement-migrate.mina78f.js	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:25	906/906	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2020%20Jan%202021%2013:35:18%20GMT	https://tn24h.com/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=5.7.1	B:/project/tn24h/tn24h/tn24h.com/wp-includes/js/mediaelement/wp-mediaelement.mina78f.js	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:25	6464/6464	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Sep%202020%2015:53:06%20GMT	https://tn24h.com/wp-includes/js/mediaelement/renderers/vimeo.min.js?ver=4.2.16	B:/project/tn24h/tn24h/tn24h.com/wp-includes/js/mediaelement/renderers/vimeo.min08e1.js	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:28	85931/85931	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:19%20GMT	https://tn24h.com/product-tag/antique-clock/	B:/project/tn24h/tn24h/tn24h.com/product-tag/antique-clock/index.html	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:28	85923/85923	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:19%20GMT	https://tn24h.com/product-tag/kaiser-clock/	B:/project/tn24h/tn24h/tn24h.com/product-tag/kaiser-clock/index.html	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:32	142769/142769	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:22%20GMT	https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/?add-to-cart=1051	B:/project/tn24h/tn24h/tn24h.com/product/vintage-kaiser-universe-anniversary-clock/indexac96.html	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:33	142954/142954	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:23%20GMT	https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/?add-to-cart=1045	B:/project/tn24h/tn24h/tn24h.com/product/vintage-kaiser-universe-anniversary-clock/index678f.html	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:35	142447/142447	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:26%20GMT	https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/?add-to-cart=1032	B:/project/tn24h/tn24h/tn24h.com/product/vintage-kaiser-universe-anniversary-clock/indexa7fc.html	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:36	142412/142412	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:27%20GMT	https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/?add-to-cart=1027	B:/project/tn24h/tn24h/tn24h.com/product/vintage-kaiser-universe-anniversary-clock/index9bbc.html	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:39	142518/142518	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:30%20GMT	https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/?add-to-cart=1022	B:/project/tn24h/tn24h/tn24h.com/product/vintage-kaiser-universe-anniversary-clock/indexcf6e.html	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:40	142191/142191	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:30%20GMT	https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/?add-to-cart=1016	B:/project/tn24h/tn24h/tn24h.com/product/vintage-kaiser-universe-anniversary-clock/index6878.html	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:43	142818/142818	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:34%20GMT	https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/?add-to-cart=988	B:/project/tn24h/tn24h/tn24h.com/product/vintage-kaiser-universe-anniversary-clock/index8518.html	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:44	143267/143267	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:34%20GMT	https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/?add-to-cart=269	B:/project/tn24h/tn24h/tn24h.com/product/vintage-kaiser-universe-anniversary-clock/index7bc6.html	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:47	142284/142284	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:37%20GMT	https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/?add-to-cart=189	B:/project/tn24h/tn24h/tn24h.com/product/vintage-kaiser-universe-anniversary-clock/indexb6f2.html	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:48	142821/142821	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:38%20GMT	https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/?add-to-cart=248	B:/project/tn24h/tn24h/tn24h.com/product/vintage-kaiser-universe-anniversary-clock/indexd9a5.html	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:50	142828/142828	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:41%20GMT	https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/?add-to-cart=208	B:/project/tn24h/tn24h/tn24h.com/product/vintage-kaiser-universe-anniversary-clock/index4837.html	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:52	143174/143174	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:42%20GMT	https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/?add-to-cart=263	B:/project/tn24h/tn24h/tn24h.com/product/vintage-kaiser-universe-anniversary-clock/index3b65.html	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:43:55	87047/87047	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:45%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/?add-to-cart=978	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/index40ff.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/)
21:43:58	87051/87051	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:49%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/?add-to-cart=1051	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/indexac96.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/)
21:44:01	87047/87047	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:52%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/?add-to-cart=1045	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/index678f.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/)
21:44:02	2117/2117	---M-Z	200	added ('OK')	application/rss+xml	etag:%222a043615988259e5c5ffeef8b9ba673b%22	https://tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/feed/	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/feed/index.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/)
21:44:05	87064/87064	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:56%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/?add-to-cart=1027	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/index9bbc.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/)
21:44:06	87066/87066	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:56%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/?add-to-cart=1016	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/index6878.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/)
21:44:08	87075/87075	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:43:58%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/?add-to-cart=263	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/index3b65.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/)
21:44:04	87043/87043	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:00%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/?add-to-cart=248	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/indexd9a5.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/elgin/)
21:44:04	2436/2436	---M-Z	200	added ('OK')	application/rss+xml	etag:%222a043615988259e5c5ffeef8b9ba673b%22	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/feed/	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/feed/index.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/)
21:44:11	86882/86882	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:07%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/?add-to-cart=215	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/index7996.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/)
21:44:12	86879/86879	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:07%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/?add-to-cart=1051	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/indexac96.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/)
21:44:14	86875/86875	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:10%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/?add-to-cart=1045	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/index678f.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/)
21:44:15	86892/86892	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:10%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/?add-to-cart=1027	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/index9bbc.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/)
21:44:17	86885/86885	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:13%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/?add-to-cart=1022	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/indexcf6e.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/)
21:44:18	86894/86894	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:13%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/?add-to-cart=1016	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/index6878.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/)
21:44:21	86903/86903	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:16%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/?add-to-cart=263	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/index3b65.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/)
21:44:21	86871/86871	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:17%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/?add-to-cart=248	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/indexd9a5.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kaiser/)
21:44:22	3317/3317	---M-Z	200	added ('OK')	application/rss+xml	etag:%222a043615988259e5c5ffeef8b9ba673b%22	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/feed/	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/feed/index.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/)
21:44:24	90113/90113	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:20%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/?add-to-cart=263	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/index3b65.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/)
21:44:25	90102/90102	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:21%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/?add-to-cart=228	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/index8d26.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/)
21:44:28	90089/90089	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:23%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/?add-to-cart=1051	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/indexac96.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/)
21:44:28	90085/90085	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:24%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/?add-to-cart=1045	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/index678f.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/)
21:44:29	90102/90102	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:26%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/?add-to-cart=1027	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/index9bbc.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/)
21:44:30	90095/90095	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:27%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/?add-to-cart=1022	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/indexcf6e.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/)
21:44:30	1693/1693	---M--	200	added ('OK')	application/json	date:Tue,%2004%20May%202021%2014:44:27%20GMT	https://tn24h.com/wp-json/wp/v2/product/490	B:/project/tn24h/tn24h/tn24h.com/wp-json/wp/v2/product/490.json	(from https://tn24h.com/product/5-tube-grandfather-clock-project/)
21:44:31	90104/90104	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:29%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/?add-to-cart=1016	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/index6878.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/)
21:44:31	90081/90081	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:29%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/?add-to-cart=248	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/indexd9a5.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kienninger-obergfell/)
21:44:31	2478/2478	---M--	200	added ('OK')	application/json	date:Tue,%2004%20May%202021%2014:44:29%20GMT	https://tn24h.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftn24h.com%2Fproduct%2F5-tube-grandfather-clock-project%2F	B:/project/tn24h/tn24h/tn24h.com/wp-json/oembed/1.0/embed2eb4.json	(from https://tn24h.com/product/5-tube-grandfather-clock-project/)
21:44:32	1076/1076	---M-Z	200	added ('OK')	application/rss+xml	etag:%222a043615988259e5c5ffeef8b9ba673b%22	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kundo/feed/	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kundo/feed/index.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kundo/)
21:44:33	82132/82132	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:30%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kundo/?add-to-cart=1051	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kundo/indexac96.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kundo/)
21:44:33	2591/2591	---M-Z	200	added ('OK')	text/xml	date:Tue,%2004%20May%202021%2014:44:31%20GMT	https://tn24h.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftn24h.com%2Fproduct%2F5-tube-grandfather-clock-project%2F&format=xml	B:/project/tn24h/tn24h/tn24h.com/wp-json/oembed/1.0/embed31a8	(from https://tn24h.com/product/5-tube-grandfather-clock-project/)
21:44:33	82132/82132	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:31%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kundo/?add-to-cart=1045	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kundo/index678f.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kundo/)
21:44:36	82132/82132	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20May%202021%2014:44:32%20GMT	https://tn24h.com/product-category/all-clocks/anniversary-clocks/kundo/?add-to-cart=1027	B:/project/tn24h/tn24h/tn24h.com/product-category/all-clocks/anniversary-clocks/kundo/index9bbc.html	(from https://tn24h.com/product-category/all-clocks/anniversary-clocks/kundo/)
21:44:36	462792/462792	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Apr%202021%2005:47:59%20GMT	https://tn24h.com/wp-content/uploads/2021/04/5-Tube-Grandfather-Clock2.jpg	B:/project/tn24h/tn24h/tn24h.com/wp-content/uploads/2021/04/5-Tube-Grandfather-Clock2.jpg	(from https://tn24h.com/product/5-tube-grandfather-clock-project/)
21:44:36	27491535/27491535	---M--	200	added ('OK')	video/mp4	date:Fri,%2002%20Apr%202021%2023:04:33%20GMT	https://tn24h.com/wp-content/uploads/2021/04/Kaiser-Anniversary-Clock.mp4?_=1	B:/project/tn24h/tn24h/tn24h.com/wp-content/uploads/2021/04/Kaiser-Anniversary-Clock230a.mp4	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
21:44:36	3004/3004	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Apr%202021%2005:48:00%20GMT	https://tn24h.com/wp-content/uploads/2021/04/5-Tube-Grandfather-Clock2-100x100.jpg	B:/project/tn24h/tn24h/tn24h.com/wp-content/uploads/2021/04/5-Tube-Grandfather-Clock2-100x100.jpg	(from https://tn24h.com/product/5-tube-grandfather-clock-project/)
21:44:37	27491535/27491535	---M--	200	added ('OK')	video/mp4	date:Fri,%2002%20Apr%202021%2023:04:33%20GMT	https://tn24h.com/wp-content/uploads/2021/04/Kaiser-Anniversary-Clock.mp4	B:/project/tn24h/tn24h/tn24h.com/wp-content/uploads/2021/04/Kaiser-Anniversary-Clock.mp4	(from https://tn24h.com/product/vintage-kaiser-universe-anniversary-clock/)
